text,labels
Mathematics is a game with rules and no objectives .,O O O O O O O O O O
Kids in the back seat cause accidents .,O O O O O O O O
Accidents in the back seat cause kids .,O O O O O O O O
The greatest financier in the Bible was the Pharaoh 's daughter .,O O O O B-geo I-geo O O B-geo O O O
One day she went down to the Bank of the Nile and drew out a little prophet .,O O O O O O O B-org O B-geo I-geo O O O O O O O
"Also Sunday , a previously-unknown group claimed responsibility for last week 's bomb attack on a Shi'ite funeral that killed 50 people .",O B-tim O O O O O O O O O O O O O O O O O O O O O
Helium was up .,O O O O
Feathers were down .,O O O O
Paper was stationary .,O O O O
Knives were up sharply .,O O O O O
Pencils lost a few points .,O O O O O O
Hiking equipment was trailing .,O O O O O
"Elevators rose , while escalators continued a slow decline .",O O O O O O O O O O
Light switches were off .,O O O O O
Mining equipment hit rock bottom .,O O O O O O
Diapers remained unchanged .,O O O O
It says the attack was to demonstrate opposition to Shi'ites who are set to take control of Iraq 's new government .,O O O O O O O O O O O O O O O O O B-geo O O O O
Shipping lines stayed at an even keel .,O O O O O O O O
Balloon prices were inflated .,O O O O O
And batteries exploded in an attempt to recharge the market .,O O O O O O O O O O O
"A new public opinion poll indicates that Americans ' support for the war in Iraq is at its lowest ever - and that in the aftermath of Hurricane Katrina , most Americans are concerned Iraq is draining money and resources needed at home .",O O O O O O O B-gpe O O O O O O B-geo O O O O O O O O O O O O B-eve I-eve O O B-gpe O O B-geo O O O O O O O O O
"In a New York Times / CBS poll released Saturday , a record low number of those surveyed - only 44 percent - said the United States made the right decision in going to war in Iraq .",O O B-org I-org I-org I-org I-org O O B-tim O O O O O O O O O O O O O O O B-geo I-geo O O O O O O O O O B-geo O
"Fifty-two percent wanted troops to be withdrawn as soon as possible , even if it means leaving the country unstable .",O O O O O O O O O O O O O O O O O O O O O
Ninety percent said they would oppose cutting spending on domestic programs to continue funding the war .,O O O O O O O O O O O O O O O O O
"The nationwide poll of more than 1,000 adults was conducted September 9 through 13 .",O O O O O O O O O O B-tim I-tim I-tim I-tim O
The United Nations food agency says a lack of funds has left three million Ethiopians who rely on food aid in danger of malnutrition .,O B-org I-org O O O O O O O O O O O B-gpe O O O O O O O O O O
The World Food Program ( WFP ) appealed for $ 33 million Tuesday so that it can continue providing food in Ethiopia for the next two and a half months .,O O O O O O O O O O B-tim O B-tim O O O O O O O O B-geo O O O B-tim I-tim O B-tim O O
A prominent U.S. newspaper says Washington wants to expand a secret Central Intelligence Agency operation in Pakistan designed to eliminate Islamic militants ' havens near the Afghan border .,O O B-geo O O B-geo O O O O O B-org I-org I-org O O B-geo O O O B-geo O O O O O B-gpe O O
It says it has received only slightly more than half of the $ 212 million it needs this year for food aid in Ethiopia .,O O O O O O O O O O O O O O O O O O O O O O O B-geo O
"The agency says it has less than 20 percent of what it needs for non-food items such as health , water and sanitation facilities .",O O O O O O O O O O O O O O O O O O O O O O O O O
"The WFP says malnutrition rates are on the rise in Ethiopia , with the situation especially bad in the eastern Somali region .",O B-org O O O O O O O O B-geo O O O O O O O O O B-gpe O O
"There , the WFP says nearly five percent of children are severely malnourished .",O O O B-org O O O O O O O O O O
U.S. military officials say elements of the Russian Air Force will join U.S. and Canadian air units in the first-ever joint air defense exercises between the former Cold War foes .,B-geo O O O O O O B-gpe B-org I-org O O B-geo O B-gpe O O O O O O O O O O O O O O O O
"A statement from the North American Aerospace Defense Command , NORAD , says the maneuvers - set to begin August 8 - will include training to detect and combat terrorist attacks on commercial airliners .",O O O O B-org I-org I-org I-org I-org O B-org O O O O O O O O B-tim I-tim I-tim O O O O O O O O O O O O O
"The exercises , code-named Vigilant Eagle , will be coordinated from a U.S. military command center at Elmendorf air base in Alaska and Russian facilities near the Far Eastern city of Khabarovsk .",O O O O B-org I-org O O O O O O B-geo O O O O B-geo O O O B-geo O B-gpe O O O B-geo I-geo O O B-geo O
"Russian Air Force spokesman , Lieutenant Colonel Vladimir Drik , described the exercises as part of a working plan to improve cooperation between Russian and U.S. forces .",B-gpe B-org I-org O O B-org I-org B-per B-org O O O O O O O O O O O O O O B-gpe O B-geo O O
A NORAD statement said the maneuvers will require both the Russian and NORAD bases to launch or divert fighter planes to investigate and shadow commercial aircraft .,O B-org O O O O O O O O B-gpe O B-org O O O O O O O O O O O O O O
"A U.S. general says Iraqi investigators have broken up a ring of police officers who were kidnapping people , extorting ransoms and sometimes killing their victims .",O B-geo O O B-gpe O O O O O O O O O O O O O O O O O O O O O O
The Wall Street Journal reported late Friday the U.S. has asked Pakistan in recent weeks to allow more CIA officers and special operations military trainers into the country to participate in Washington 's efforts step up pressure on militants .,B-org I-org I-org I-org O O B-tim O B-geo O O B-geo O B-tim O O O O B-org O O O O O O O O O O O O B-geo O O O O O O O O
"In an interview with the USA Today newspaper , Major General Joseph Peterson said the unit is alleged to have operated in northern Baghdad , under the command of an Iraqi police general .",O O O O O B-org B-tim O O O B-per I-per I-per O O O O O O O O O O B-geo O O O O O O B-gpe O O O
"General Peterson said the police general , who was not identified , was arrested and then released last month .",B-per I-per O O O O O O O O O O O O O O O O O O
He is said to remain under investigation .,O O O O O O O O
He said 17 others linked to the alleged ring remain in custody .,O O O O O O O O O O O O O
Allegations of Iraqi police death squads operating in Iraq 's Shi'ite-dominated security forces have circulated widely in recent weeks .,O O B-gpe O O O O O B-geo O O O O O O O O B-tim O O
Hundreds of bodies - many of them showing signs of torture - have turned up in and around the capital since the February 22 bombing of a major Shi'ite shrine near Baghdad .,O O O O O O O O O O O O O O O O O O O O O O B-tim I-tim O O O O O O O B-geo O
"At least 35,000 people have rallied in Pakistan 's largest city , Karachi , to protest controversial cartoons depicting the Prophet Muhammad .",O O O O O O O B-geo O O O O B-per O O O O O O O B-org I-org O
"Shouting anti-American and anti-European slogans , the demonstrators marched through the city to denounce the cartoons , first published in Denmark last September .",O O O O O O O O O O O O O O O O O O O O B-geo O B-tim O
A coalition of radical Islamic groups which opposes President Pervez Musharraf 's support for the U.S.-led war on terror organized Sunday 's rally .,O O O O O O O O B-per I-per I-per O O O O O O O O O B-tim O O O
Hundreds of riot police closely watched the gathering but no violence was reported .,O O O O O O O O O O O O O O
"The report says Islamabad has refused the requests for additional personnel because it remains "" extremely wary "" of a larger U.S. ground presence in Pakistan .",O O O B-geo O O O O O O O O O O O O O O O O O B-geo O O O B-geo O
Some protests in Pakistan have turned deadly and at least five people died in rioting last month .,O O O B-geo O O O O O O O O O O B-tim O O O
"Iraqi officials say former dictator Saddam Hussein will go on trial in the second half of October , so as not to affect the outcome of a national referendum on the constitution to be held October 15 .",B-gpe O O O O B-per I-per O O O O O O B-tim I-tim I-tim I-tim O O O O O O O O O O O O O O O O O O B-tim I-tim O
"No official announcement has come from the Iraqi Special Tribunal in charge of the trials , but officials close to the case said Friday that Saddam Hussein will be tried for the 1982 killing of dozens of residents of the town of Dujail .",O O O O O O O B-gpe O O O O O O O O O O O O O O O B-tim O B-per I-per O O O O O B-tim O O O O O O O O O B-geo O
The killings were allegedly in retaliation for a failed assassination attempt against him there .,O O O O O O O O O O O O O O O
"Later , Saddam Hussein is expected to be tried for other alleged crimes , including the 1988 gassing of Kurds in Halabja and the 1991 suppression of a Shi'ite uprising in southern Iraq .",B-tim O B-per I-per O O O O O O O O O O O O B-tim O O B-geo O B-geo O O B-tim O O O O O O B-geo I-geo O
A U.S. official says the United States is willing to give Iran more time to consider a key uranium enrichment deal that will yield fuel for an Iranian nuclear research reactor .,O B-geo O O O B-geo I-geo O O O O B-geo O O O O O O O O O O O O O O O B-gpe O O O O
"Washington 's envoy to the International Atomic Energy Agency , Glyn Davies , told reporters in Vienna Monday that , in his words , "" we want to give Iran some space . """,B-geo O O O O B-org I-org I-org I-org O B-per I-per O O O O B-geo B-tim O O O O O O O O O O O B-geo O O O O
Davies also noted the negotiations have gone beyond the scheduled time frame .,B-per O O O O O O O O O O O O
Iran has not officially responded to a U.N.-backed uranium-enrichment proposal that was drafted three weeks ago in Vienna .,B-geo O O O O O O O O O O O O B-tim O O O B-geo O
"But leading Iranian parliamentarian Alaeddin Boroujerdi Saturday indicated Tehran will reject the plan to send any of its 1,200 kilograms of enriched uranium abroad for further enrichment .",O O B-gpe O B-org I-org B-tim O B-geo O O O O O O O O O O O O O O O O O O O
"The newspaper reports the number of CIA personnel in Pakistan is "" highly classified , "" but says it "" has grown substantially "" in recent years .",O O O O O O B-org O O B-geo O O O O O O O O O O O O O O O B-tim O O
"IAEA chief Mohamed ElBaradei had asked for the parties involved with the proposal ( Iran , the United States , Russia and France ) to respond by October 23 .",B-org O B-per I-per O O O O O O O O O O B-geo O O B-geo I-geo O B-geo O B-geo O O O O B-tim I-tim O
The U.S. Senate has been debating a military funding bill that would require President Bush to begin withdrawing troops from Iraq in October .,O B-org I-org O O O O O O O O O O B-per I-per O O O O O B-geo B-tim I-tim O
The measure is expected to pass Thursday in the Democratic-controlled Senate .,O O O O O O B-tim O O O B-org O
The legislation sets a non-binding goal of withdrawing U.S. troops from Iraq by April of next year .,O O O O O O O O B-geo O O B-geo O B-tim I-tim O O O
It also sets benchmarks for Iraq 's government to show progress in securing the country .,O O O O O B-geo O O O O O O O O O O
The Democratic-controlled U.S. House of Representatives approved a similar measure Wednesday .,O O B-org I-org I-org I-org O O O O B-tim O
"White House spokeswoman Dana Perino said President Bush will veto the legislation "" very soon "" after it arrives on his desk .",B-org I-org O B-per I-per O B-per I-per O O O O O O O O O O O O O O O
"The House measure lacked the two-thirds majority needed to override a veto , and the Senate measure is not expected to have enough votes to override a veto , either .",O B-org O O O O O O O O O O O O O B-org O O O O O O O O O O O O O O O
The Senate bill includes some $ 95 billion to fund military operations in Iraq and Afghanistan through the end of September .,O B-org O O O O O O O O O O O B-geo O B-geo O O B-tim I-tim I-tim O
Amnesty International says Taleban insurgents are deliberately targeting civilians in Afghanistan to instill fear and exert control over the population .,O O O B-org O O O O O O B-geo O O O O O O O O O O
The Israeli military says Major General Udi Adam - the head of the army 's Northern Command - has announced his resignation .,O B-gpe O O B-per I-per I-per I-per O O O O O O O B-org I-org O O O O O O
"The Wall Street Journal says Washington wants Islamabad to take "" more aggressive action "" against groups allied with al-Qaida .",O B-org I-org I-org O B-geo O B-geo O O O O O O O O O O O B-org O
"The London-based rights group said Thursday that civilians are increasingly facing suicide attacks , abductions and beheadings .",O O O O O B-tim O O O O O O O O O O O O
"The organization said Taleban militants have a deliberate policy of killing teachers , abducting aid workers and burning school buildings .",O O O B-org O O O O O O O O O O O O O O O O O
"It said targets also include women 's rights activists , clerics , government and health workers and teachers .",O O O O O O O O O O O O O O O O O O O
"Amnesty said at least 756 civilians were killed in 2006 , mostly from roadside bombs and suicide attacks .",O O O O O O O O O B-tim O O O O O O O O O
"On Wednesday , a U.S. commander in eastern Afghanistan said an expected Taleban offensive has not materialized , partly because of increased operations by U.S. and NATO forces .",O B-tim O O B-gpe O O B-geo I-geo O O O B-org O O O O O O O O O O O B-geo O B-org O O
"Brigadier General Joseph Votel says there are clashes every day , but they are mostly small scale .",O O B-per I-per O O O O O B-tim O O O O O O O O
U.S. Treasury Secretary Henry Paulson is warning against irresponsible borrowing or lending to countries that have recently received debt relief .,B-org I-org B-per I-per I-per O O O O O O O O O O O O O O O O
"Speaking in Singapore Monday to the World Bank 's policy-setting committee , Paulson said the organization should develop an approach that prevents a reemergence of debt distress .",O O B-org B-tim O O B-org I-org O O O O B-per O O O O O O O O O O O O O O O
"He did not single out any country , but stressed that creditors are still providing large loans to countries that have recently received debt relief .",O O O O O O O O O O O O O O O O O O O O O O O O O O
"China , in particular , has come under fire for providing loans to many countries in Africa that have only recently had large debts forgiven .",B-geo O O O O O O O O O O O O O O O B-geo O O O O O O O O O
"The death toll from a passenger train derailment in southern India has risen to at least 77 people , after rescue workers retrieved more bodies from the mangled wreckage .",O O O O O O O O O B-geo I-geo O O O O O O O O O O O O O O O O O O O
Annual meetings of the World Bank and International Monetary Fund take place in Singapore Tuesday and Wednesday .,O O O O B-org I-org I-org I-org I-org I-org O O O B-org B-tim O B-tim O
Sliders Preston Griffal and Dan Joye have earned the second U.S. Olympic luge team doubles berth by beating countrymen Christian Niccum and Patrick Quinn .,O B-per I-per O B-per I-per O O O O B-geo O O O O O O O O B-per I-per O B-per I-per O
"Griffal and Joye won in the two-run competition by 0.12 seconds Wednesday in Lake Placid , New York .",B-per O B-per O O O O O O B-tim O B-tim O B-geo I-geo O B-geo I-geo O
They will join two-time Olympic medalists Mark Grimmette and Brian Martinin the doubles competition .,O O O O O O B-per I-per O B-per I-per O O O O
Niccum will still compete in singles luge but Quinn will not compete in the Turin Winter Games .,B-per O O O O O O O B-per O O O O O B-org I-org O O
"Meanwhile , the final men 's singles spot on the U.S. team goes to Jonathan Myles , who beat compatriot Chris Mazdzer by 0.161 seconds .",O O O O O O O O O O B-geo O O O B-per I-per O O O O B-per I-per O B-tim O O
Myles and Niccum join medal hopeful Tony Benshoofin the men 's singles .,B-per O B-per O O O B-per I-per O O O O O
"The U.S. women 's luge team , named last week , will be Samantha Retrosi , Erin Hamlin and Courtney Zablocki .",O B-geo O O O O O O O O O O O B-per I-per O B-per I-per O B-per I-per O
A top U.S. lawmaker says he has urged North Korea to return to the six-party talks over its nuclear weapons program .,O O B-geo O O O O O B-geo I-geo O O O O O O O O O O O O
"Congressman Tom Lantos - a Democrat from the western U.S. state of California - spoke in Beijing Tuesday after three days of talks with high-ranking North Korean officials including the vice president of the Presidium of the Supreme People 's Assembly , Yang Hyong-sop , and Foreign Minister Paek Nam Sun .",O B-per I-per O O O O O O B-geo O B-geo I-geo I-geo O O B-geo B-tim O B-tim O O O O O O B-gpe O O O O O O O O O O B-org I-org I-org I-org O B-per I-per O O O O B-per I-per I-per O
"Authorities say the accident occurred Saturday , near the town of Veligonda in southern Andhra Pradesh state .",O O O O O B-tim O O O O O B-geo O B-geo I-geo I-geo O O
"Mr. Lantos says the officials told him they support a resumption of the talks , but want to see the shape of President Bush 's second administration before making any commitments .",B-per I-per O O O O O O O O O O O O O O O O O O O O B-per I-per O O O O O O O O
"However , Mr. Lantos says there is no reason for Pyongyang to expect a significant change in U.S. policy towards the Korean peninsula .",O O B-per I-per O O O O O O B-org O O O O O O B-geo O O O B-gpe O O
"North Korea has participated in three rounds of multi-party talks on its nuclear ambitions , but boycotted a fourth round scheduled for September because of what it called Washington 's hostile policy .",B-geo I-geo O O O B-tim I-tim I-tim I-tim O O O O O O O O O O O O O B-tim O O O O O B-geo O O O O
"Iraqi police say a car bomb has killed at least five people and wounded 17 others in Baghdad , shattering a lull in insurgent attacks in the Iraqi capital .",B-gpe O O O O O O O O O O O O O O O O B-geo O O O O O O O O O B-gpe O O
Iraqi and U.S. forces launched a massive sweep for militants in Baghdad two weeks ago .,B-gpe O B-geo O O O O O O O O B-geo B-tim O O O
"About 1,000 suspects have been arrested and the number of attacks has dropped .",O O O O O O O O O O O O O O
But a U.S. military commander says he can not declare victory and warns that insurgents are looking for the chance to carry out large-scale attacks in Baghdad .,O O B-geo O O O O O O O O O O O O O O O O O O O O O O O B-geo O
The U.S military says a roadside bomb killed five Marines Thursday in Iraq 's western Anbar province .,O O O O O O O O O B-org B-tim O B-geo O O O O O
"Also in Anbar Friday , police found the bodies of 21 Iraqi men who were apparently executed .",O O B-tim I-tim O O O O O O O B-gpe O O O O O O
Some of them had been beheaded .,O O O O O O O
They say heavy rains washed away a portion of the tracks and that the train derailed and fell into a swollen river .,O O O O O O O O O O O O O O O O O O O O O O O
Authorities believe the victims were kidnapped Iraqi soldiers .,O O O O O O B-gpe O O
The U.S. economy shrank at a 5.7 percent annual pace in the first three months of this year .,O B-geo O O O O O O O O O O B-tim I-tim O B-tim O O O
"Friday 's report from the Commerce Department said the decline was a bit less ( 0.4 percent ) than estimated earlier , and better than the prior quarter .",B-tim O O O O B-org I-org O O O O O O O O O O O O O O O O O O O O O O
"Many government economic experts and private economists say the worst of the recession may have passed , and they predict slow economic growth will resume later this year .",O O O O O O O O O O O O O O O O O O O O O O O O O B-tim O O O
"Other economic reports Friday showed U.S. business activity declining faster in a key region , while consumers grew less pessimistic .",O O O B-tim O B-geo O O O O O O O O O O O O O O O
"Consumer sentiment hit its highest level since September , but remained at a relatively low level .",O O O O O O O B-tim O O O O O O O O O
Economists track consumer confidence for clues about the consumer demand that drives most U.S. economic activity .,O O O O O O O O O O O O O B-geo O O O
A separate report from an industry group said the pace of business activity in the U.S. Midwest fell even faster in May than in the previous month .,O O O O O O O O O O O O O O O B-geo I-geo O O O O B-tim O O O B-tim O O
"Riot police have clashed with thousands of demonstrators in Indian Kashmir 's summer capital , Srinagar .",O O O O O O O O O B-geo I-geo O B-tim O O B-geo O
"Police fired teargas to disperse up to 4,000 people who took to the streets Saturday to protest the shooting death of a musician by security forces .",O O O O O O O O O O O O O O B-tim O O O O O O O O O O O O
"Officials say at least 100 injured passengers were rescued from the seven cars that plunged into the flood waters , but that many more remain trapped inside .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
At least six police officers were injured in the clashes .,O O O O O O O O O O O
Witnesses say police officers fired at 31-year-old composer Inayatullah Bhat late Friday near his home in Srinagar .,O O O O O O O O B-org I-org O B-tim O O O O B-geo O
"A police spokesman said police acted when Bhat refused orders to stop , but residents say the musician was on a routine stroll .",O O O O O O O B-org O O O O O O O O O O O O O O O O
India has been fighting a separatist movement in its predominantly Muslim area of divided Kashmir since 1989 .,B-geo O O O O O O O O O O O O O B-geo B-tim I-tim O
"Bomb attacks have killed nearly 70 people in Iraq , including about 50 who died in a double truck bomb explosion .",O O O O O O O O B-geo O O O O O O O O O O O O O
More than 100 people were wounded in the twin truck bombing Tuesday in the northern town of Tal Afar .,O O O O O O O O O O O B-tim O O O O O B-org I-org O
"Hours earlier , a suicide bomber killed 10 people and wounded 25 near the city of Ramadi .",O O O O O O O O O O O O O O O O B-geo O
The U.S. military also said two Marines died in separate incidents during combat operations in volatile al-Anbar province .,O B-geo O O O O B-per O O O O O O O O O B-geo O O
"On the political front , Iraq 's prime minister and president have introduced legislation to make it easier for former members of Saddam Hussein 's Baath party to resume working in government and security positions .",O O O O O B-geo O B-per O O O O O O O O O O O O O O B-per I-per O B-org O O O O O O O O O O
Deputy Prime Minister Barham Salih said the measure is necessary for national reconciliation .,O B-per I-per I-per I-per O O O O O O O O O
"Indian television images showed corpses lying on the soft marshy ground , many clad in brightly colored , but sodden clothes .",B-gpe O O O O O O O O O O O O O O O O O O O O O
The cabinet and parliament still must approve the legislation .,O O O O O O O O O O
The most valuable player of Major League Baseball 's 2003 World Series has a new one-year contract with the Florida Marlins .,O O O O O B-org I-org I-org O B-tim B-eve I-eve O O O B-tim O O O B-org I-org O
Pitcher Josh Beckett avoided arbitration Tuesday by signing a deal worth $ 2.4 million .,O B-per I-per O O B-tim O O O O O O O O O
He earned $ 1.5 million last year .,O O O O O O O O
"Considered one of Major League Baseball 's top young pitchers , the 24-year-old Beckett battled injuries last season and had three separate stints on the disabled list .",O O O B-org I-org I-org O O O O O O O B-per O O O B-tim O O O O O O O O O O
He posted a 09-Sep record with an earned run average of 3.76 in 29 starts overall in 2004 .,O O O O O O O O O O O O O O O O O B-tim O
"Beckett enjoyed his greatest success in the 2003 postseason , helping the Marlins to their second championship when he went 02-Feb in six games , including a win and loss in two World Series starts against the New York Yankees .",B-per O O O O O O B-tim I-tim O O O B-org O O O O O O O O O O O O O O O O O O B-tim B-eve I-eve O O O B-org I-org I-org O
"Sirens wailed across Israel Tuesday in remembrance of victims of the Holocaust , with citizens briefly standing in silence and motorists stopping their cars at the sides of major highways .",O O O B-geo B-tim O O O O O O B-geo O O O O O O O O O O O O O O O O O O O
Commemorations honoring the estimated six million Jews killed by the Nazis during World War II were held at Yad Vashem holocaust memorial in Jerusalem .,O O O O O O O O O O O O O O B-eve O O O B-org I-org O O O B-geo O
Thousands of people also marched in silence in southern Poland at the site of the Auschwitz death camp .,O O O O O O O O B-geo I-geo O O O O O B-geo O O O
Rescuers used ropes to help them wade through the water to reach the train carriages and then drag bodies onto higher land .,O O O O O O O O O O O O O O O O O O O O O O O
Former Israeli Prime Minister and Nobel Peace Prize laureate Shimon Peres joined the commemoration .,O B-gpe B-per O O O O O O B-per I-per O O O O
"A shofar , or ram 's horn sounded as about 8,000 people began the three-kilometer trek to the gas chambers at Birkenau , where the Nazis killed at least 1.1 million Jews , Roma ( Gypsies ) and others .",O O O O O O O O O O O O O O O O O O O O O B-geo O O O O O O O O O B-org O B-org O B-org O O O O
The first such march was held 20 years ago and now takes place as an annual memorial to the victims of Nazi Germany 's extermination campaign .,O O O O O O B-tim O O O O O O O O O O O O O O B-geo I-geo O O O O
Sudan 's government and southern rebels have signed an agreement promising to end the nation 's 21-year civil war by the end of the year .,B-gpe O O O O O O O O O O O O O O O O O O O O B-tim I-tim O O O
"A Sudanese government official and a negotiator from the rebel Sudan People 's Liberation Movement put the December 31 deadline in writing Friday , at a rare meeting of the United Nations Security Council in Nairobi , Kenya .",O B-gpe O O O O O O O O B-org I-org I-org I-org I-org O O B-tim I-tim O O O B-tim O O O O O O O B-org I-org I-org I-org O B-geo O B-geo O
Council members passed a resolution Friday urging Sudan 's government and southern rebels to make peace and linking future development aid to a comprehensive accord .,B-org O O O O B-tim O B-org I-org O O O O O O O O O O O O O O O O O
"The resolution also called for an end to the 21-month-old conflict between the government and a separate rebel group in Darfur , which has left more than a million people displaced .",O O O O O O O O O O O O O O O O O O O O B-geo O O O O O O O O O O O
Malawai 's Vice President Cassim Chilumpha has been arrested on charges of plotting to overthrow the government .,B-geo O B-per I-per I-per I-per O O O O O O O O O O O O
The Minister of Justice says the vice president was plotting with associates to hire an assassin to kill Malawi 's President Bingu wa Mutharika .,O O O B-org O O B-per O O O O O O O O O O O B-geo O B-per I-per I-per I-per O
He told local media he has taped conversations of Chilumpha 's meetings with the would-be assassin .,O O O O O O O O O B-per O O O O O O O
A laboratory in Hong Kong has confirmed it was the deadly H5N1 strain of bird flu that killed two Indonesian children from the same family this month .,O O O B-geo I-geo O O O O O O O O O O O O O O B-gpe O O O O O O O O
"In February , Mr. Mutharika tried to fire the vice president for failing to attend cabinet meetings , among other charges .",O B-tim O B-per I-per O O O O B-per O O O O O O O O O O O O
Malawi 's high court reinstated Chilumpha last month .,B-geo O O O O B-per O O O
"Mr. Mutharika and Chilumpha were running mates in the 2004 elections , but have been feuding since the president quit the United Political Party and created his own political party .",B-per I-per O B-per O O O O O O O O O O O O O O O O O B-org I-org I-org O O O O O O O
France 's minister of education says the government has prepared lessons that could be broadcast on television and radio in case schools are shut down by outbreaks of swine flu .,B-geo O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The minister , Luc Chatel , announced Wednesday that the lessons were prepared by distance learning authorities .",O O O B-per I-per O O B-tim O O O O O O O O O O
"He said that no closures are currently scheduled , but flu-related changes will be handled on a case-by-case basis .",O O O O O O O O O O O O O O O O O O O O
China is objecting to a decision by Internet search engine Google to change maps referring to Taiwan as a province of China .,B-org O O O O O O O O O B-art O O O O O B-geo O O O O B-geo O
China 's state media report that officials are worried the decision may mislead people and give the impression of an independent Taiwan .,B-org O O O O O O O O O O O O O O O O O O O O B-geo O
"A Google spokesman told Xinhua the change was part of a regular update of all the site 's maps , rather than a deliberate effort to update the Taiwan page .",O B-org O O B-org O O O O O O O O O O O O O O O O O O O O O O O B-geo O O
"Earlier this month , Taiwan asked Google to stop listing it as a Chinese province on its maps .",O O O O B-geo O B-org O O O O O O B-gpe O O O O O
An Indonesian Health Ministry official said Saturday the deaths in West Java province raise the country 's toll from bird flu to 14 confirmed cases .,O B-gpe B-org I-org O O B-tim O O O B-geo I-geo O O O O O O O O O O O O O O
Now Google maps simply call the island Taiwan .,O B-org O O O O O B-geo O
Taiwan calls itself the Republic of China .,B-org O O O B-org O B-org O
China views Taiwan as a breakaway province .,B-org O B-org O O O O O
The two split in a civil war that ended in 1949 .,O O O O O O O O O O B-tim O
The NATO-led force in Afghanistan says three of its soldiers have been killed in bomb attacks .,O O O O B-geo O O O O O O O O O O O O
"NATO says two service members were killed by a bomb blast in the east , while another died in an explosion in the south .",B-org O O O O O O O O O O O O O O O O O O O O O O O O
It did not give further details .,O O O O O O O
"More than 530 foreign troops have been killed in Afghanistan this year , making it the deadliest year for international forces since the U.S.-led invasion in 2001 .",O O O O O O O O O B-geo O O O O O O O O O O O O O O O O B-tim O
"Also Saturday , NATO said Afghan and coalition forces killed more than 30 insurgents in an operation in eastern Laghman province .",O B-tim O B-org O B-gpe O O O O O O O O O O O O O B-geo O O
"In a separate operation in Paktika province , NATO said its forces killed a Taliban commander who helped conduct bombings and was directly linked to attacks during last week 's parliamentary elections .",O O O O O B-geo O O B-org O O O O O B-org O O O O O O O O O O O O O O O O O O
A three-year-old boy died Tuesday at a provincial hospital .,O O O O B-tim O O O O O
The commander was reported killed in an air strike Friday .,O O O O O O O O O B-tim O
NATO said at least two other Taliban commanders were captured this week .,B-org O O O O O B-org O O O O O O
Afghanistan 's Interior Ministry says a suspected suicide bomber has tried to kill the governor of southern Helmand province by detonating a car bomb outside his office .,B-org O B-org I-org O O O O O O O O O O O O O B-geo O O O O O O O O O O
A ministry spokesman says the blast occurred Monday just before key local officials were to meet at the governor 's office .,O O O O O O O B-tim O O O O O O O O O O O O O O
"The governor was not hurt in the explosion but the bomber , who was described as a foreigner , was seriously wounded .",O O O O O O O O O O O O O O O O O O O O O O O
He later died in a local hospital .,O O O O O O O O
A man claiming to be a Taleban spokesman said the attacker was a local Taleban activist .,O O O O O O B-org O O O O O O O B-org O O
The ousted Taleban regime and its supporters have recently stepped up insurgent activities mainly in southern and eastern Afghanistan .,O O B-org O O O O O O O O O O O O O O O B-geo O
The International Committee of the Red Cross ( ICRC ) says a staff member who was kidnapped in Darfur three days ago is doing well and is in good spirits .,B-org I-org I-org O O B-org I-org O B-org O O O O O O O O O B-tim I-tim O O O O O O O O O O O
The kidnappers allowed Red Cross officials to speak with Gauthier Lefevre by telephone for the first time on Sunday .,O O O B-org I-org O O O O B-per I-per O O O O O O O B-tim O
Two Germans and four Nigerian oil workers were kidnapped by armed militants during a raid on a boat in Nigeria 's southern oil-rich Delta region .,O B-gpe O O B-gpe O O O O O O O O O O O O O O B-geo O O O B-geo O O
"A military statement Wednesday , said General Adam has asked to leave his post "" as soon as possible , "" and the chief of staff has accepted the request to begin the process of his replacement .",O O O B-tim O O B-per I-per O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"His 13-year-old sister died the previous week , and a third sibling is suffering symptoms of the virus .",O O O O O B-tim O O O O O O O O O O O O O
"Lefevre , a French national , was traveling in one of two clearly marked Red Cross vehicles when he was abducted Thursday near the town of Al Geneina in West Darfur .",B-per O O B-gpe O O O O O O O O O O B-org I-org O O O O O B-tim O O O O B-org I-org O B-geo B-tim O
The Red Cross says Lefevre was taken captive after he and another staffer had just completed a trip to help local communities upgrade their water systems .,O B-org I-org O B-per O O O O O O O O O O O O O O O O O O O O O O
The captors have not made any ransom demands .,O O O O O O O O O
Foreign aid groups have faced increased hostility in Darfur since the International Criminal Court indicted Sudan 's President Omar al-Bashir in March for alleged war crimes .,O O O O O O O O B-tim I-tim O B-org I-org I-org O B-gpe O B-per I-per I-per O B-tim O O O O O
The presidents of Benin and Nigeria have helped launch a program to vaccinate 40 million children in the region against polio .,O O O B-org I-org I-org O O O O O O O O O O O O O O O O
Benin 's President Mathieu Kerekou and his Nigerian counterpart Olusegun Obasanjo met on their shared border Sunday to drop vaccine into babies ' mouths to start the campaign .,B-org O B-per I-per I-per O O B-gpe O B-per I-per O O O O O B-tim O O O O O O O O O O O O
The World Health Organization is backing the effort aimed at reversing a surge in polio cases which started in Nigeria .,O B-org I-org I-org O O O O O O O O O O O O O O O B-geo O
